Uberstrain,Name,Lab Contact,Species,Serological Group,Serotype,EcoR Cluster,Path/Nonpath,Simple Patho,Simple Disease,Comment,Disease,Date Entered,Release Date,Barcode,Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status),Source Niche,Source Type,Source Details,Collection Year,Collection Month,Collection Day,Collection Time,Continent,Country,Region,District,City,Post Code,Latitude,Longitude,Bio Project ID,Project ID,Sample ID,Secondary Sample ID,Clermont Type (ClermonTyping),Clermont Type (EzClermont),fimH (fimTyper)
ESC_MA7123AA,CFS3282,UCD-CFS,Escherichia coli,,,,,,,,,30/5/19,22/5/19,ESC_MA7123AA,ERR3333503;ILLUMINA;Paired;0;ERX3358218,Human,Human,Bovinae; Diarrhea,2007,7,,,Europe,Germany,,,,,,,PRJEB32666,ERP115372,SAMEA5618997,ERS3423084,B1,B1,fimH32
ESC_MA7125AA,CFS3280,UCD-CFS,Escherichia coli,,,,,,,,,30/5/19,22/5/19,ESC_MA7125AA,ERR3333501;ILLUMINA;Paired;0;ERX3358216,Human,Human,Bovinae; Diarrhea,2007,7,,,Europe,Germany,,,,,,,PRJEB32666,ERP115372,SAMEA5618995,ERS3423082,B1,B1,fimH32
ESC_MA7270AA,TMP020025,University of Edinburgh,Escherichia coli,,,,,,,,,30/5/19,20/5/19,ESC_MA7270AA,ERR3330254;ILLUMINA;Paired;350;ERX3354969,Human,Human,ND,2015,10,,,Africa,Kenya,,,,,,,PRJEB32607,ERP115308,SAMEA5611758,ERS3415947,B1,,fimH54
ESC_MA7321AA,TWAG1826,University of Edinburgh,Escherichia coli,,,,,,,,,30/5/19,20/5/19,ESC_MA7321AA,ERR3330583;ILLUMINA;Paired;350;ERX3355298,Human,Human,ND,2016,9,,,Africa,Kenya,,,,,,,PRJEB32607,ERP115308,SAMEA5612088,ERS3416276,B1,B1,fimH32
ESC_MA7342AA,TWAG1693,University of Edinburgh,Escherichia coli,,,,,,,,,30/5/19,20/5/19,ESC_MA7342AA,ERR3330562;ILLUMINA;Paired;350;ERX3355277,Livestock,Bovine,beef meat,2016,9,,,Africa,Kenya,,,,,,,PRJEB32607,ERP115308,SAMEA5612067,ERS3416255,B1,,fimH24
ESC_MA7445AA,TMP023862,University of Edinburgh,Escherichia coli,,,,,,,,,30/5/19,20/5/19,ESC_MA7445AA,ERR3330459;ILLUMINA;Paired;350;ERX3355174,Human,Human,ND,2016,9,,,Africa,Kenya,,,,,,,PRJEB32607,ERP115308,SAMEA5611964,ERS3416152,B1,B1,fimH121
ESC_MA7604AA,TMP020771,University of Edinburgh,Escherichia coli,,,,,,,,,30/5/19,20/5/19,ESC_MA7604AA,ERR3330300;ILLUMINA;Paired;350;ERX3355015,Livestock,Ovine/Goat (Caprinae),sheep,2016,7,,,Africa,Kenya,,,,,,,PRJEB32607,ERP115308,SAMEA5611804,ERS3415993,B1,,fimH32
ESC_MA7607AA,TMP020751,University of Edinburgh,Escherichia coli,,,,,,,,,30/5/19,20/5/19,ESC_MA7607AA,ERR3330297;ILLUMINA;Paired;350;ERX3355012,Livestock,Ovine/Goat (Caprinae),sheep,2016,7,,,Africa,Kenya,,,,,,,PRJEB32607,ERP115308,SAMEA5611801,ERS3415990,B1,B1,fimH32
ESC_MA7627AA,TMP020494,University of Edinburgh,Escherichia coli,,,,,,,,,30/5/19,20/5/19,ESC_MA7627AA,ERR3330277;ILLUMINA;Paired;350;ERX3354992,Livestock,Bovine,ND,2016,7,,,Africa,Kenya,,,,,,,PRJEB32607,ERP115308,SAMEA5611781,ERS3415970,B1,,fimH54
ESC_MA7696AA,TMP019571,University of Edinburgh,Escherichia coli,,,,,,,,,30/5/19,20/5/19,ESC_MA7696AA,ERR3330200;ILLUMINA;Paired;350;ERX3354915,Human,Human,ND,2015,11,,,Africa,Kenya,,,,,,,PRJEB32607,ERP115308,SAMEA5611704,ERS3415893,B1,,fimH24
ESC_MA7752AA,TMP019138,University of Edinburgh,Escherichia coli,,,,,,,,,30/5/19,20/5/19,ESC_MA7752AA,ERR3330144;ILLUMINA;Paired;350;ERX3354859,Poultry,Avian,chickens,2015,10,,,Africa,Kenya,,,,,,,PRJEB32607,ERP115308,SAMEA5611648,ERS3415837,B1,,fimH32
ESC_MA7844AA,TMP016515,University of Edinburgh,Escherichia coli,,,,,,,,,30/5/19,20/5/19,ESC_MA7844AA,ERR3329361;ILLUMINA;Paired;350;ERX3354076,Poultry,Avian,chickens,2015,9,,,Africa,Kenya,,,,,,,PRJEB32607,ERP115308,SAMEA5611556,ERS3415745,B1,B1,fimH24
ESC_MA7941AA,TMP015114,University of Edinburgh,Escherichia coli,,,,,,,,,30/5/19,20/5/19,ESC_MA7941AA,ERR3329261;ILLUMINA;Paired;350;ERX3353976,Livestock,Bovine,ND,2015,9,,,Africa,Kenya,,,,,,,PRJEB32607,ERP115308,SAMEA5611459,ERS3415648,B1,B1,fimH54
ESC_MA7944AA,TMP015096,University of Edinburgh,Escherichia coli,,,,,,,,,30/5/19,20/5/19,ESC_MA7944AA,ERR3329258;ILLUMINA;Paired;350;ERX3353973,Livestock,Bovine,cow milk,2015,9,,,Africa,Kenya,,,,,,,PRJEB32607,ERP115308,SAMEA5611456,ERS3415645,B1,,fimH32
ESC_MA8108AA,PL015025,University of Edinburgh,Escherichia coli,,,,,,,,,30/5/19,20/5/19,ESC_MA8108AA,ERR3329074;ILLUMINA;Paired;350;ERX3353789,Human,Human,ND,2015,10,,,Africa,Kenya,,,,,,,PRJEB32607,ERP115308,SAMEA5611292,ERS3415481,B1,B1,fimH41
ESC_MA8181AA,INT007882,University of Edinburgh,Escherichia coli,,,,,,,,,30/5/19,20/5/19,ESC_MA8181AA,ERR3329001;ILLUMINA;Paired;350;ERX3353716,Livestock,Swine,pig,2016,5,,,Africa,Kenya,,,,,,,PRJEB32607,ERP115308,SAMEA5611219,ERS3415408,B1,,fimH24
ESC_MA8212AA,INT007659,University of Edinburgh,Escherichia coli,,,,,,,,,30/5/19,20/5/19,ESC_MA8212AA,ERR3328970;ILLUMINA;Paired;350;ERX3353685,Human,Human,ND,2016,5,,,Africa,Kenya,,,,,,,PRJEB32607,ERP115308,SAMEA5611189,ERS3415378,B1,B1,fimH27
ESC_MA8229AA,INT007533,University of Edinburgh,Escherichia coli,,,,,,,,,30/5/19,20/5/19,ESC_MA8229AA,ERR3328953;ILLUMINA;Paired;350;ERX3353668,Human,Human,ND,2016,5,,,Africa,Kenya,,,,,,,PRJEB32607,ERP115308,SAMEA5611172,ERS3415361,B1,,fimH24
ESC_MA8239AA,INT007457,University of Edinburgh,Escherichia coli,,,,,,,,,30/5/19,20/5/19,ESC_MA8239AA,ERR3328943;ILLUMINA;Paired;350;ERX3353658,Human,Human,ND,2016,5,,,Africa,Kenya,,,,,,,PRJEB32607,ERP115308,SAMEA5611161,ERS3415351,B1,B1,fimH41
ESC_MA8250AA,INT007394,University of Edinburgh,Escherichia coli,,,,,,,,,30/5/19,20/5/19,ESC_MA8250AA,ERR3328932;ILLUMINA;Paired;350;ERX3353647,Poultry,Avian,ducks,2016,5,,,Africa,Kenya,,,,,,,PRJEB32607,ERP115308,SAMEA5611150,ERS3415340,B1,B1,fimH24
ESC_MA8303AA,INT005879,University of Edinburgh,Escherichia coli,,,,,,,,,30/5/19,20/5/19,ESC_MA8303AA,ERR3328879;ILLUMINA;Paired;350;ERX3353594,Human,Human,ND,2016,4,,,Africa,Kenya,,,,,,,PRJEB32607,ERP115308,SAMEA5611097,ERS3415287,B1,,fimH24
ESC_MA8630AA,ALQ034792,University of Edinburgh,Escherichia coli,,,,,,,,,30/5/19,20/5/19,ESC_MA8630AA,ERR3328477;ILLUMINA;Paired;350;ERX3353192,Human,Human,ND,2016,8,,,Africa,Kenya,,,,,,,PRJEB32607,ERP115308,SAMEA5610770,ERS3414960,B1,B1,fimH32
ESC_MA8849AA,ALQ019495,University of Edinburgh,Escherichia coli,,,,,,,,,30/5/19,20/5/19,ESC_MA8849AA,ERR3328221;ILLUMINA;Paired;350;ERX3352936,Human,Human,ND,2015,11,,,Africa,Kenya,,,,,,,PRJEB32607,ERP115308,SAMEA5610551,ERS3414741,B1,B1,Unknown
ESC_MA9007AA,CFSAN085874,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,30/5/19,29/5/19,ESC_MA9007AA,SRR9153325;ILLUMINA;Paired;500;SRX5926413,Companion Animal,,Rat feces from intestine (Rattus norvegicus),2018,5,,,North America,United States,Illinois,,,,,,PRJNA230969,SRP058582,SAMN11885757,SRS4840155,B1,,fimH97
ESC_MA9028AA,FSIS11921227,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,30/5/19,28/5/19,ESC_MA9028AA,SRR9139850;ILLUMINA;Paired;500;SRX5913010,Poultry,,animal-chicken-young chicken,2019,,,,North America,United States,Texas,,,,,,PRJNA292667,SRP066916,SAMN11877051,SRS4831432,B1,B1,fimH27
ESC_MA9517AA,PSU-0926,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,31/5/19,30/5/19,ESC_MA9517AA,SRR9160366;ILLUMINA;Paired;500;SRX5933444,Livestock,Bovine,"Cow, (Bovine)",1982,,,,North America,United States,Iowa,,,,,,PRJNA357722,SRP101500,SAMN09060775,SRS4846646,B1,B1,fimH54
ESC_MA9559AA,PSU-0922,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,31/5/19,30/5/19,ESC_MA9559AA,SRR9160036;ILLUMINA;Paired;500;SRX5933114,Livestock,Bovine,"Cow, (Bovine)",1982,,,,North America,United States,Iowa,,,,,,PRJNA357722,SRP101500,SAMN09060932,SRS4846320,B1,B1,fimH54
ESC_NA0122AA,FSIS11921398,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,5/6/19,4/6/19,ESC_NA0122AA,SRR9201949;ILLUMINA;Paired;500;SRX5973366,Poultry,,Animal-Turkey-Young Turkey,2019,,,,North America,United States,Indiana,,,,,,PRJNA292667,SRP066916,SAMN11958801,SRS4877639,B1,,fimH32
ESC_NA0570AA,PSU-1666,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,7/6/19,7/6/19,ESC_NA0570AA,SRR9214238;ILLUMINA;Paired;500;SRX5984950,Aquatic Animal,Shellfish,Oyster,2016,,,,North America,United States,Maryland,,,,,,PRJNA357722,SRP101500,SAMN11975259,SRS4890471,B1,,fimH41
ESC_NA0636AA,FSIS11921878,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,11/6/19,11/6/19,ESC_NA0636AA,SRR9265296;ILLUMINA;Paired;500;SRX6035633,Poultry,,animal-chicken-young chicken,2019,,,,North America,United States,Virginia,,,,,,PRJNA292667,SRP066916,SAMN12008068,SRS4939002,B1,B1,fimH32
ESC_NA0643AA,FSIS11921891,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,11/6/19,11/6/19,ESC_NA0643AA,SRR9265273;ILLUMINA;Paired;500;SRX6035610,Livestock,Bovine,animal-cattle-steer,2019,,,,North America,United States,Iowa,,,,,,PRJNA292667,SRP066916,SAMN12008081,SRS4938979,B1,B1,fimH121
ESC_NA0644AA,FSIS11921888,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,11/6/19,11/6/19,ESC_NA0644AA,SRR9265272;ILLUMINA;Paired;500;SRX6035609,Livestock,Swine,animal-swine-market swine,2019,,,,North America,United States,Illinois,,,,,,PRJNA292667,SRP066916,SAMN12008078,SRS4938978,B1,,fimH97
ESC_NA0650AA,FSIS11921889,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,11/6/19,11/6/19,ESC_NA0650AA,SRR9262889;ILLUMINA;Paired;500;SRX6033325,Livestock,Bovine,animal-cattle-steer,2019,,,,North America,United States,Washington,,,,,,PRJNA292667,SRP066916,SAMN12008079,SRS4936889,B1,,fimH32
ESC_NA1204AA,US_ESBL113,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,14/6/19,13/6/19,ESC_NA1204AA,SRR9301016;ILLUMINA;Paired;500;SRX6069833,Livestock,Ovine/Goat (Caprinae),Feces (Sheep),2019,4,,,North America,United States,North Carolina,,,,,,PRJNA293225,SRP103093,SAMN12056297,SRS4972104,B1,,fimH5
ESC_NA2569AA,19OR05GT09-EC,PulseNet Next Generation Subtyping Methods Unit,Escherichia coli,,,,,,,,,19/6/19,18/6/19,ESC_NA2569AA,SRR9324322;ILLUMINA;Paired;;SRX6091242,Poultry,Avian,ground turkey,2019,5,,,North America,United States,Oregon,,,,,-111.6,PRJNA292663,SRP161673,SAMN12091262,SRS4992291,B1,,fimH27
ESC_NA2595AA,FSIS11921903,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,20/6/19,20/6/19,ESC_NA2595AA,SRR9331790;ILLUMINA;Paired;500;SRX6098302,Poultry,,Animal-Turkey-Young Turkey,2019,,,,North America,United States,Arkansas,,,,,,PRJNA292667,SRP066916,SAMN12098972,SRS4998834,B1,,fimH32
ESC_NA2821AA,PSU-1152,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,25/6/19,25/6/19,ESC_NA2821AA,SRR9593782;ILLUMINA;Paired;500;SRX6359494,Livestock,Bovine,"Cow, (Bovine)",2003,,,,North America,United States,Pennsylvania,,,,,,PRJNA357722,SRP101500,SAMN09060599,SRS5022044,B1,,fimH32
ESC_NA3664AA,ecoli[Unknown ST],"Universite de Paris, IAME, INSERM, F-75018 Paris, France",Escherichia coli,,,,,,,,,1/7/19,1/7/19,ESC_NA3664AA,SRR9615914;ILLUMINA;Paired;;SRX6379092,Human,Human,Homo sapiens; urine,2016,,,,Europe,France,,,,,,,PRJNA551371,SRP212396,SAMN12145266,SRS5039746,B1,,fimH32
ESC_NA3744AA,ecoli[ST-58],"Universite de Paris, IAME, INSERM, F-75018 Paris, France",Escherichia coli,,,,,,,,,1/7/19,1/7/19,ESC_NA3744AA,SRR9616006;ILLUMINA;Paired;;SRX6379000,Human,Human,Homo sapiens; urine,2017,,,,Europe,France,,,,,,,PRJNA551371,SRP212396,SAMN12145216,SRS5039654,B1,,fimH34
ESC_NA4211AA,FSIS11922270,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,11/7/19,5/7/19,ESC_NA4211AA,SRR9648216;ILLUMINA;Paired;500;SRX6409775,Livestock,Bovine,animal-cattle-steer,2019,,,,North America,United States,Nebraska,,,,,,PRJNA292667,SRP066916,SAMN12221186,SRS5067156,B1,B1,fimH53
ESC_NA4220AA,FSIS11922271,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,11/7/19,5/7/19,ESC_NA4220AA,SRR9648203;ILLUMINA;Paired;500;SRX6409762,Livestock,Bovine,animal-cattle-beef cow,2019,,,,North America,United States,Texas,,,,,,PRJNA292667,SRP066916,SAMN12221187,SRS5067144,B1,B1,fimH24
ESC_NA4227AA,FSIS11922286,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,11/7/19,5/7/19,ESC_NA4227AA,SRR9648194;ILLUMINA;Paired;500;SRX6409753,Livestock,Bovine,animal-cattle-heifer,2019,,,,North America,United States,Texas,,,,,,PRJNA292667,SRP066916,SAMN12221200,SRS5067134,B1,,fimH24
ESC_NA4302AA,PSU-1912,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,11/7/19,5/7/19,ESC_NA4302AA,SRR9646352;ILLUMINA;Paired;500;SRX6408153,Livestock,Swine,"Pig, (Porcine)",2001,,,,North America,United States,Minnesota,,,,,,PRJNA357722,SRP101500,SAMN12219763,SRS5065633,B1,B1,fimH32
ESC_NA5628AA,FSIS11922932,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,24/7/19,24/7/19,ESC_NA5628AA,SRR9823032;ILLUMINA;Paired;500;SRX6579718,Livestock,Swine,animal-swine-market swine,2019,,,,North America,United States,Kansas,,,,,,PRJNA292667,SRP066916,SAMN12349524,SRS5145429,B1,B1,fimH54
ESC_NA5630AA,FSIS11922930,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,24/7/19,24/7/19,ESC_NA5630AA,SRR9823029;ILLUMINA;Paired;500;SRX6579715,Livestock,Bovine,animal-cattle-heifer,2019,,,,North America,United States,Nebraska,,,,,,PRJNA292667,SRP066916,SAMN12349522,SRS5145426,B1,B1,fimH32
ESC_NA5680AA,FSIS11922923,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,25/7/19,24/7/19,ESC_NA5680AA,SRR9824445;ILLUMINA;Paired;500;SRX6581129,Poultry,,Animal-Turkey-Young Turkey,2019,,,,North America,United States,South Dakota,,,,,,PRJNA292667,SRP066916,SAMN12349515,SRS5146835,B1,,fimH24
ESC_NA5903AA,AUSMDU00026957,Microbiological Diagnostic Unit,Escherichia coli,,,,,,,,,26/7/19,26/7/19,ESC_NA5903AA,SRR9734567;ILLUMINA;Paired;;SRX6491808,Human,Human,Homo sapiens,2015,,,,Oceania,Australia,,,,,,,PRJNA529744,SRP216508,SAMN12342970,SRS5140408,B1,,fimH32
ESC_NA6093AA,CVM N18EC1304,FDA-CVM,Escherichia coli,,,,,,,,,29/7/19,29/7/19,ESC_NA6093AA,SRR9852823;ILLUMINA;Paired;;SRX6607241,Poultry,Avian,ground turkey,2018,,,,North America,United States,South Carolina,,,,,,PRJNA292663,SRP161673,SAMN12359569,SRS5171928,B1,,fimH32
ESC_NA6094AA,CVM N18EC1310,FDA-CVM,Escherichia coli,,,,,,,,,29/7/19,29/7/19,ESC_NA6094AA,SRR9852824;ILLUMINA;Paired;;SRX6607240,Animal Feed,,Pork Chop (bone-in),2018,,,,North America,United States,South Carolina,,,,,,PRJNA292663,SRP161673,SAMN12359572,SRS5171927,B1,B1,fimH32
ESC_NA6279AA,FSIS11923169,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,3/8/19,31/7/19,ESC_NA6279AA,SRR9875321;ILLUMINA;Paired;500;SRX6628035,Livestock,,animal-cattle-dairy cow,2019,,,,North America,United States,New York,,New York,,,,PRJNA292667,SRP066916,SAMN12401794,SRS5190690,B1,B1,fimH32
ESC_NA6287AA,FSIS11923163,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,3/8/19,31/7/19,ESC_NA6287AA,SRR9875276;ILLUMINA;Paired;500;SRX6627990,Livestock,Swine,animal-swine-market swine,2019,,,,North America,United States,Pennsylvania,,,,,,PRJNA292667,SRP066916,SAMN12401888,SRS5190645,B1,,fimH32
ESC_NA6417AA,93.1725,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,7/8/19,6/8/19,ESC_NA6417AA,SRR9914141;ILLUMINA;Paired;;SRX6663552,Wild Animal,Avian,Meleagris gallopavo,1993,,,,North America,United States,Pennsylvania,,,,41.2,-77.19,PRJNA357722,SRP101500,SAMN12438484,SRS5223801,B1,B1,fimH32
ESC_NA6441AA,86.0214,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,7/8/19,6/8/19,ESC_NA6441AA,SRR9914165;ILLUMINA;Paired;;SRX6663528,Livestock,Swine,Sus scrofa domesticus,1986,,,,North America,United States,Nebraska,,,,41.49,-99.9,PRJNA357722,SRP101500,SAMN12438365,SRS5223777,B1,B1,fimH54
ESC_NA6520AA,90.0079,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,7/8/19,6/8/19,ESC_NA6520AA,SRR9914244;ILLUMINA;Paired;;SRX6663449,Livestock,Bovine,Bos taurus,1990,,,,North America,United States,Pennsylvania,,,,41.2,-77.19,PRJNA357722,SRP101500,SAMN12438470,SRS5223698,B1,B1,fimH47
ESC_NA6532AA,80.053,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,7/8/19,6/8/19,ESC_NA6532AA,SRR9914256;ILLUMINA;Paired;;SRX6663437,Livestock,Bovine,Bos taurus,1980,,,,North America,United States,Colorado,,,,39.55,-105.78,PRJNA357722,SRP101500,SAMN12438302,SRS5223685,B1,,fimH54
ESC_NA6554AA,3.4529,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,7/8/19,6/8/19,ESC_NA6554AA,SRR9913778;ILLUMINA;Paired;;SRX6663415,Poultry,Avian,Goose,2003,,,,North America,United States,Colorado,,,,39.55,-105.78,PRJNA357722,SRP101500,SAMN12438538,SRS5223664,B1,,fimH24
ESC_NA6579AA,4.1808,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,7/8/19,6/8/19,ESC_NA6579AA,SRR9913803;ILLUMINA;Paired;;SRX6663390,Livestock,Bovine,Bos taurus,2004,,,,North America,United States,California,,,,36.7,-119.4,PRJNA357722,SRP101500,SAMN12438563,SRS5223639,B1,B1,fimH1325
ESC_NA6599AA,75.0511,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,7/8/19,6/8/19,ESC_NA6599AA,SRR9913823;ILLUMINA;Paired;;SRX6663370,Livestock,Bovine,Bos taurus,1975,,,,North America,United States,Pennsylvania,,,,41.2,-77.19,PRJNA357722,SRP101500,SAMN12438239,SRS5223619,B1,,fimH54
ESC_NA6601AA,2.2051,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,7/8/19,6/8/19,ESC_NA6601AA,SRR9913825;ILLUMINA;Paired;;SRX6663368,Poultry,Avian,"Food, Chicken",2002,,,,North America,Mexico,,,,,23.63,-102.5,PRJNA357722,SRP101500,SAMN12438202,SRS5223617,B1,,fimH31
ESC_NA6625AA,85.0641,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,7/8/19,6/8/19,ESC_NA6625AA,SRR9913849;ILLUMINA;Paired;;SRX6663344,Livestock,Bovine,Bos taurus,1985,,,,North America,United States,Pennsylvania,,,,41.2,-77.19,PRJNA357722,SRP101500,SAMN12438348,SRS5223593,B1,B1,fimH31
ESC_NA6665AA,77.0088,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,7/8/19,6/8/19,ESC_NA6665AA,SRR9913889;ILLUMINA;Paired;;SRX6663304,Livestock,Bovine,Bos taurus,1977,,,,North America,United States,Pennsylvania,,,,41.2,-77.19,PRJNA357722,SRP101500,SAMN12438247,SRS5223553,B1,B1,fimH53
ESC_NA6686AA,2.2063,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,7/8/19,6/8/19,ESC_NA6686AA,SRR9913910;ILLUMINA;Paired;;SRX6663283,Poultry,Avian,"Food, Chicken",2002,,,,North America,Mexico,,,,,23.63,-102.5,PRJNA357722,SRP101500,SAMN12438205,SRS5223533,B1,,fimH32
ESC_NA6731AA,12.095,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,7/8/19,6/8/19,ESC_NA6731AA,SRR9913955;ILLUMINA;Paired;;SRX6663238,Livestock,Bovine,Bos taurus,2012,,,,North America,United States,Colorado,,,,39.55,-105.78,PRJNA357722,SRP101500,SAMN12438657,SRS5223485,B1,B1,fimH32
ESC_NA6790AA,6.3116,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,7/8/19,6/8/19,ESC_NA6790AA,SRR9914014;ILLUMINA;Paired;;SRX6663179,Livestock,Bovine,Bos taurus,2006,,,,North America,United States,Maryland,,,,39.04,-76.6,PRJNA357722,SRP101500,SAMN12438601,SRS5223428,B1,,fimH53
ESC_NA6834AA,88.0357,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,7/8/19,6/8/19,ESC_NA6834AA,SRR9914058;ILLUMINA;Paired;;SRX6663135,Livestock,Bovine,Bos taurus,1988,,,,North America,United States,California,,,,36.7,-119.4,PRJNA357722,SRP101500,SAMN12438435,SRS5223384,B1,B1,fimH54
ESC_NA6841AA,72.0103,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,7/8/19,6/8/19,ESC_NA6841AA,SRR9914065;ILLUMINA;Paired;;SRX6663128,Livestock,Bovine,Bos taurus,1972,,,,North America,United States,Pennsylvania,,,,41.2,-77.19,PRJNA357722,SRP101500,SAMN12438218,SRS5223377,B1,B1,fimH53
ESC_NA6851AA,9.1447,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,7/8/19,6/8/19,ESC_NA6851AA,SRR9914075;ILLUMINA;Paired;;SRX6663118,Animal Feed,Plant,"Food, Spinach",2009,,,,North America,United States,Ohio,,,,40.41,-82.9,PRJNA357722,SRP101500,SAMN12438629,SRS5223367,B1,,fimH32
ESC_NA7464AA,FSIS11923581,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,14/8/19,14/8/19,ESC_NA7464AA,SRR9962797;ILLUMINA;Paired;500;SRX6710326,Livestock,Bovine,animal-cattle-steer,2019,,,,North America,United States,Maryland,,,,,,PRJNA292667,SRP066916,SAMN12568095,SRS5264181,B1,B1,fimH121
ESC_NA7481AA,FSIS11923582,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,14/8/19,14/8/19,ESC_NA7481AA,SRR9962769;ILLUMINA;Paired;500;SRX6710298,Livestock,,animal-cattle-dairy cow,2019,,,,North America,United States,Wisconsin,,,,,,PRJNA292667,SRP066916,SAMN12568096,SRS5264153,B1,,fimH121
ESC_NA7512AA,PSU-1929,PulseNet Next Generation Subtyping Methods Unit,Escherichia coli,,,,,,,,,14/8/19,14/8/19,ESC_NA7512AA,SRR9965262;ILLUMINA;Paired;;SRX6712775,Livestock,Bovine,ND,2016,,,,North America,United States,Indiana,,,,,,PRJNA357722,SRP101500,SAMN12571593,SRS5265775,B1,B1,fimH31
ESC_NA7554AA,FSIS11923818,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,16/8/19,15/8/19,ESC_NA7554AA,SRR9973073;ILLUMINA;Paired;500;SRX6720395,Poultry,,Animal-Turkey-Young Turkey,2019,,,,North America,United States,North Carolina,,,,,,PRJNA292667,SRP066916,SAMN12583168,SRS5272813,B1,B1,fimH588
ESC_NA9105AA,FDA00014640,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,30/8/19,30/8/19,ESC_NA9105AA,SRR10040861;ILLUMINA;Paired;500;SRX6775803,Livestock,,Bison Ground Meat,2019,8,,,North America,Canada,,,,,,,PRJNA230969,SRP058582,SAMN12661725,SRS5322885,B1,,fimH32
ESC_NA9107AA,FDA00014639,FDA Center for Food Safety and Applied Nutrition,Escherichia coli,,,,,,,,,30/8/19,30/8/19,ESC_NA9107AA,SRR10040058;ILLUMINA;Paired;500;SRX6775000,Livestock,,Bison Ground Meat,2019,8,,,North America,Canada,,,,,,,PRJNA230969,SRP058582,SAMN12661676,SRS5322087,B1,,fimH32
ESC_NA9177AA,FSIS11923347,"United States Department of Agriculture, Food Safety and Inspection Service",Escherichia coli,,,,,,,,,1/9/19,31/8/19,ESC_NA9177AA,SRR10049720;ILLUMINA;Paired;500;SRX6784121,Livestock,Bovine,animal-cattle-beef cow,2019,,,,North America,United States,Colorado,,,,,,PRJNA292667,SRP066916,SAMN12662346,SRS5330206,B1,B1,fimH32
