Uberstrain	Name	Lab Contact	Species	Serological Group	Serotype	EcoR Cluster	Path/Nonpath	Simple Patho	Simple Disease	Comment	Disease	Date Entered	Release Date	Barcode	Data Source(Accession No.;Sequencing Platform;Sequencing Library;Insert Size;Experiment;Status)	Source Niche	Source Type	Source Details	Collection Year	Collection Month	Collection Day	Collection Time	Continent	Country	Region	District	City	Post Code	Latitude	Longitude	Bio Project ID	Project ID	Sample ID	Secondary Sample ID	Differences	ST	HC0 (indistinguishable)	HC2	HC5	HC10	HC20	HC50	HC100	HC200	HC400	HC1100 (cgST Cplx)	HC2350 (subsp.)
ESC_MA7752AA	TMP019138	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA7752AA	ERR3330144;ILLUMINA;Paired;350;ERX3354859	Poultry	Avian	chickens	2015	10			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5611648	ERS3415837	NaN	97353	97353	97353	97353	97353	97353	97353	97353	97353	106	106	1
ESC_MA7798AA	TMP018228	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA7798AA	ERR3329407;ILLUMINA;Paired;350;ERX3354122	Environment	Soil/Dust	surface	2015	11			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5611602	ERS3415791	NaN	98639	98639	98639	98639	98639	98639	98639	31270	1186	106	106	1
ESC_MA7844AA	TMP016515	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA7844AA	ERR3329361;ILLUMINA;Paired;350;ERX3354076	Poultry	Avian	chickens	2015	9			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5611556	ERS3415745	NaN	97283	97283	97283	97283	97283	97283	96913	17168	1060	106	106	1
ESC_MA7937AA	TMP015163	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA7937AA	ERR3329265;ILLUMINA;Paired;350;ERX3353980	Environment	Soil/Dust	household environment	2015	9			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5611463	ERS3415652	NaN	97110	97110	97110	97110	97110	97110	97110	27349	1060	106	106	1
ESC_MA7941AA	TMP015114	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA7941AA	ERR3329261;ILLUMINA;Paired;350;ERX3353976	Livestock	Bovine	ND	2015	9			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5611459	ERS3415648	NaN	97121	97121	97110	97110	97110	97110	97110	27349	1060	106	106	1
ESC_MA7944AA	TMP015096	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA7944AA	ERR3329258;ILLUMINA;Paired;350;ERX3353973	Livestock	Bovine	cow milk	2015	9			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5611456	ERS3415645	NaN	97117	97117	97117	97117	97117	97117	97117	25133	1060	106	106	1
ESC_MA8006AA	PLQ000973	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA8006AA	ERR3329176;ILLUMINA;Paired;350;ERX3353891	Wild Animal	Bat	bat	2016	8			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5611394	ERS3415583	NaN	97031	97031	97031	97031	97031	97031	97031	97031	3602	106	106	1
ESC_MA8008AA	PLQ000963	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA8008AA	ERR3329174;ILLUMINA;Paired;350;ERX3353889	Wild Animal	Bat	bat	2016	8			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5611392	ERS3415581	NaN	98598	98598	98598	98598	98598	98598	98598	6686	6686	106	106	1
ESC_MA8108AA	PL015025	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA8108AA	ERR3329074;ILLUMINA;Paired;350;ERX3353789	Human	Human	ND	2015	10			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5611292	ERS3415481	NaN	96945	96945	96945	96945	96945	96945	96945	96945	96836	106	106	1
ESC_MA8110AA	PL015013	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA8110AA	ERR3329072;ILLUMINA;Paired;350;ERX3353787	Food	Plant	pens	2015	10			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5611290	ERS3415479	NaN	96946	96946	96946	96946	96946	96946	96946	1434	1060	106	106	1
ESC_MA8149AA	INT008658	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA8149AA	ERR3329033;ILLUMINA;Paired;350;ERX3353748	Environment	Soil/Dust	household environment	2016	8			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5611251	ERS3415440	NaN	96930	96930	96930	96930	96930	96930	9950	1186	1186	106	106	1
ESC_MA8181AA	INT007882	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA8181AA	ERR3329001;ILLUMINA;Paired;350;ERX3353716	Livestock	Swine	pig	2016	5			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5611219	ERS3415408	NaN	96913	96913	96913	96913	96913	96913	96913	17168	1060	106	106	1
ESC_MA8212AA	INT007659	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA8212AA	ERR3328970;ILLUMINA;Paired;350;ERX3353685	Human	Human	ND	2016	5			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5611189	ERS3415378	NaN	98588	98588	98588	98588	98588	98588	98588	1186	1186	106	106	1
ESC_MA8229AA	INT007533	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA8229AA	ERR3328953;ILLUMINA;Paired;350;ERX3353668	Human	Human	ND	2016	5			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5611172	ERS3415361	NaN	96845	96845	96845	96845	96845	96845	96845	96845	1060	106	106	1
ESC_MA8239AA	INT007457	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA8239AA	ERR3328943;ILLUMINA;Paired;350;ERX3353658	Human	Human	ND	2016	5			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5611161	ERS3415351	NaN	96836	96836	96836	96836	96836	96836	96836	96836	96836	106	106	1
ESC_MA8250AA	INT007394	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA8250AA	ERR3328932;ILLUMINA;Paired;350;ERX3353647	Poultry	Avian	ducks	2016	5			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5611150	ERS3415340	NaN	96845	96845	96845	96845	96845	96845	96845	96845	1060	106	106	1
ESC_MA8303AA	INT005879	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA8303AA	ERR3328879;ILLUMINA;Paired;350;ERX3353594	Human	Human	ND	2016	4			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5611097	ERS3415287	NaN	96854	96854	96854	96854	96854	96854	96854	17168	1060	106	106	1
ESC_MA8387AA	INT005224	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA8387AA	ERR3328765;ILLUMINA;Paired;350;ERX3353480	Food	Dairy	goat	2016	3			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5611013	ERS3415203	NaN	96678	96678	96678	96678	96678	96678	96678	76197	1060	106	106	1
ESC_MA8630AA	ALQ034792	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA8630AA	ERR3328477;ILLUMINA;Paired;350;ERX3353192	Human	Human	ND	2016	8			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5610770	ERS3414960	NaN	96477	96477	96477	96477	96477	96477	96477	96477	1060	106	106	1
ESC_MA8849AA	ALQ019495	University of Edinburgh	Escherichia coli									30/5/19	20/5/19	ESC_MA8849AA	ERR3328221;ILLUMINA;Paired;350;ERX3352936	Human	Human	ND	2015	11			Africa	Kenya							PRJEB32607	ERP115308	SAMEA5610551	ERS3414741	NaN	96187	96187	96187	96187	96187	57666	57666	57666	3267	106	106	1
ESC_MA9007AA	CFSAN085874	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									30/5/19	29/5/19	ESC_MA9007AA	SRR9153325;ILLUMINA;Paired;500;SRX5926413	Companion Animal	Air	Rat feces from intestine (Rattus norvegicus)	2018	5			North America	United States	Illinois						PRJNA230969	SRP058582	SAMN11885757	SRS4840155	NaN	97192	97192	97192	97192	55718	55718	55718	55718	1186	106	106	1
ESC_MA9028AA	FSIS11921227	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									30/5/19	28/5/19	ESC_MA9028AA	SRR9139850;ILLUMINA;Paired;500;SRX5913010	Poultry	Air	animal-chicken-young chicken	2019				North America	United States	Texas						PRJNA292667	SRP066916	SAMN11877051	SRS4831432	NaN	97166	97166	97166	97166	97166	97166	4086	1186	1186	106	106	1
ESC_MA9517AA	PSU-0926	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									31/5/19	30/5/19	ESC_MA9517AA	SRR9160366;ILLUMINA;Paired;500;SRX5933444	Livestock	Bovine	"Cow, (Bovine)"	1982				North America	United States	Iowa						PRJNA357722	SRP101500	SAMN09060775	SRS4846646	NaN	98174	98174	98174	98134	98134	98134	98134	98134	1060	106	106	1
ESC_MA9559AA	PSU-0922	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									31/5/19	30/5/19	ESC_MA9559AA	SRR9160036;ILLUMINA;Paired;500;SRX5933114	Livestock	Bovine	"Cow, (Bovine)"	1982				North America	United States	Iowa						PRJNA357722	SRP101500	SAMN09060932	SRS4846320	NaN	98134	98134	98134	98134	98134	98134	98134	98134	1060	106	106	1
ESC_NA0122AA	FSIS11921398	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									5/6/19	4/6/19	ESC_NA0122AA	SRR9201949;ILLUMINA;Paired;500;SRX5973366	Poultry	Air	Animal-Turkey-Young Turkey	2019				North America	United States	Indiana						PRJNA292667	SRP066916	SAMN11958801	SRS4877639	NaN	98473	98473	98473	98473	90828	75186	75186	1186	1186	106	106	1
ESC_NA0570AA	PSU-1666	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									7/6/19	7/6/19	ESC_NA0570AA	SRR9214238;ILLUMINA;Paired;500;SRX5984950	Aquatic	Shellfish	Oyster	2016				North America	United States	Maryland						PRJNA357722	SRP101500	SAMN11975259	SRS4890471	NaN	98580	98580	98580	98580	98580	98580	98580	98580	96836	106	106	1
ESC_NA0636AA	FSIS11921878	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									11/6/19	11/6/19	ESC_NA0636AA	SRR9265296;ILLUMINA;Paired;500;SRX6035633	Poultry	Air	animal-chicken-young chicken	2019				North America	United States	Virginia						PRJNA292667	SRP066916	SAMN12008068	SRS4939002	NaN	98899	98899	98899	98899	98899	98899	55546	2301	1060	106	106	1
ESC_NA0643AA	FSIS11921891	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									11/6/19	11/6/19	ESC_NA0643AA	SRR9265273;ILLUMINA;Paired;500;SRX6035610	Livestock	Bovine	animal-cattle-steer	2019				North America	United States	Iowa						PRJNA292667	SRP066916	SAMN12008081	SRS4938979	NaN	98902	98902	98902	98902	98902	60832	4561	4561	1060	106	106	1
ESC_NA0644AA	FSIS11921888	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									11/6/19	11/6/19	ESC_NA0644AA	SRR9265272;ILLUMINA;Paired;500;SRX6035609	Livestock	Swine	animal-swine-market swine	2019				North America	United States	Illinois						PRJNA292667	SRP066916	SAMN12008078	SRS4938978	NaN	98931	98931	90105	90105	55718	55718	55718	55718	1186	106	106	1
ESC_NA0650AA	FSIS11921889	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									11/6/19	11/6/19	ESC_NA0650AA	SRR9262889;ILLUMINA;Paired;500;SRX6033325	Livestock	Bovine	animal-cattle-steer	2019				North America	United States	Washington						PRJNA292667	SRP066916	SAMN12008079	SRS4936889	NaN	98908	98908	98908	98908	98908	98908	27872	21910	1060	106	106	1
ESC_NA1204AA	US_ESBL113	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									14/6/19	13/6/19	ESC_NA1204AA	SRR9301016;ILLUMINA;Paired;500;SRX6069833	Livestock	Ovine	Feces (Sheep)	2019	4			North America	United States	North Carolina						PRJNA293225	SRP103093	SAMN12056297	SRS4972104	NaN	100325	100325	100325	100325	100325	100325	100325	100325	100325	106	106	1
ESC_NA2569AA	19OR05GT09-EC	PulseNet Next Generation Subtyping Methods Unit	Escherichia coli									19/6/19	18/6/19	ESC_NA2569AA	SRR9324322;ILLUMINA;Paired;;SRX6091242	Poultry	Avian	ground turkey	2019	5			North America	United States	Oregon					-111.6	PRJNA292663	SRP161673	SAMN12091262	SRS4992291	NaN	100903	100903	100903	100903	100903	94290	94290	1186	1186	106	106	1
ESC_NA2595AA	FSIS11921903	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									20/6/19	20/6/19	ESC_NA2595AA	SRR9331790;ILLUMINA;Paired;500;SRX6098302	Poultry	Air	Animal-Turkey-Young Turkey	2019				North America	United States	Arkansas						PRJNA292667	SRP066916	SAMN12098972	SRS4998834	NaN	100921	100921	100921	100921	100921	75186	75186	1186	1186	106	106	1
ESC_NA2821AA	PSU-1152	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									25/6/19	25/6/19	ESC_NA2821AA	SRR9593782;ILLUMINA;Paired;500;SRX6359494	Livestock	Bovine	"Cow, (Bovine)"	2003				North America	United States	Pennsylvania						PRJNA357722	SRP101500	SAMN09060599	SRS5022044	NaN	101148	101148	101148	101148	101148	101148	101148	62502	1060	106	106	1
ESC_NA3664AA	ecoli[Unknown ST]	"Universite de Paris, IAME, INSERM, F-75018 Paris, France"	Escherichia coli									1/7/19	1/7/19	ESC_NA3664AA	SRR9615914;ILLUMINA;Paired;;SRX6379092	Human	Human	Homo sapiens; urine	2016				Europe	France							PRJNA551371	SRP212396	SAMN12145266	SRS5039746	NaN	92962	92962	92962	92962	92962	26882	9950	1186	1186	106	106	1
ESC_NA3744AA	ecoli[ST-58]	"Universite de Paris, IAME, INSERM, F-75018 Paris, France"	Escherichia coli									1/7/19	1/7/19	ESC_NA3744AA	SRR9616006;ILLUMINA;Paired;;SRX6379000	Human	Human	Homo sapiens; urine	2017				Europe	France							PRJNA551371	SRP212396	SAMN12145216	SRS5039654	NaN	93397	93397	93397	93397	93397	93397	33354	1186	1186	106	106	1
ESC_NA4211AA	FSIS11922270	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									11/7/19	5/7/19	ESC_NA4211AA	SRR9648216;ILLUMINA;Paired;500;SRX6409775	Livestock	Bovine	animal-cattle-steer	2019				North America	United States	Nebraska						PRJNA292667	SRP066916	SAMN12221186	SRS5067156	NaN	102757	102757	102757	102757	102757	102757	102757	87080	1060	106	106	1
ESC_NA4220AA	FSIS11922271	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									11/7/19	5/7/19	ESC_NA4220AA	SRR9648203;ILLUMINA;Paired;500;SRX6409762	Livestock	Bovine	animal-cattle-beef cow	2019				North America	United States	Texas						PRJNA292667	SRP066916	SAMN12221187	SRS5067144	NaN	102764	102764	102764	102764	102764	17168	17168	17168	1060	106	106	1
ESC_NA4227AA	FSIS11922286	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									11/7/19	5/7/19	ESC_NA4227AA	SRR9648194;ILLUMINA;Paired;500;SRX6409753	Livestock	Bovine	animal-cattle-heifer	2019				North America	United States	Texas						PRJNA292667	SRP066916	SAMN12221200	SRS5067134	NaN	102745	102745	102745	102745	102745	17168	17168	17168	1060	106	106	1
ESC_NA4302AA	PSU-1912	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									11/7/19	5/7/19	ESC_NA4302AA	SRR9646352;ILLUMINA;Paired;500;SRX6408153	Livestock	Swine	"Pig, (Porcine)"	2001				North America	United States	Minnesota						PRJNA357722	SRP101500	SAMN12219763	SRS5065633	NaN	102699	102699	102699	102699	102699	102699	33928	33928	3838	106	106	1
ESC_NA5628AA	FSIS11922932	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									24/7/19	24/7/19	ESC_NA5628AA	SRR9823032;ILLUMINA;Paired;500;SRX6579718	Livestock	Swine	animal-swine-market swine	2019				North America	United States	Kansas						PRJNA292667	SRP066916	SAMN12349524	SRS5145429	NaN	103772	103772	103772	103772	103772	103772	103772	10660	1060	106	106	1
ESC_NA5630AA	FSIS11922930	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									24/7/19	24/7/19	ESC_NA5630AA	SRR9823029;ILLUMINA;Paired;500;SRX6579715	Livestock	Bovine	animal-cattle-heifer	2019				North America	United States	Nebraska						PRJNA292667	SRP066916	SAMN12349522	SRS5145426	NaN	103773	103773	103773	103773	103773	103773	55513	21910	1060	106	106	1
ESC_NA5680AA	FSIS11922923	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									25/7/19	24/7/19	ESC_NA5680AA	SRR9824445;ILLUMINA;Paired;500;SRX6581129	Poultry	Air	Animal-Turkey-Young Turkey	2019				North America	United States	South Dakota						PRJNA292667	SRP066916	SAMN12349515	SRS5146835	NaN	103791	103791	103791	103791	103791	72910	72910	1186	1186	106	106	1
ESC_NA5903AA	AUSMDU00026957	Microbiological Diagnostic Unit	Escherichia coli									26/7/19	26/7/19	ESC_NA5903AA	SRR9734567;ILLUMINA;Paired;;SRX6491808	Human	Human	Homo sapiens	2015				Oceania	Australia							PRJNA529744	SRP216508	SAMN12342970	SRS5140408	NaN	103975	103975	103975	103975	103975	103975	9950	1186	1186	106	106	1
ESC_NA6093AA	CVM N18EC1304	FDA-CVM	Escherichia coli									29/7/19	29/7/19	ESC_NA6093AA	SRR9852823;ILLUMINA;Paired;;SRX6607241	Poultry	Avian	ground turkey	2018				North America	United States	South Carolina						PRJNA292663	SRP161673	SAMN12359569	SRS5171928	NaN	104145	104145	104145	104145	104145	59139	9950	1186	1186	106	106	1
ESC_NA6094AA	CVM N18EC1310	FDA-CVM	Escherichia coli									29/7/19	29/7/19	ESC_NA6094AA	SRR9852824;ILLUMINA;Paired;;SRX6607240	Feed	Air	Pork Chop (bone-in)	2018				North America	United States	South Carolina						PRJNA292663	SRP161673	SAMN12359572	SRS5171927	NaN	104200	104200	104200	104200	104200	104200	97496	23397	23397	106	106	1
ESC_NA6101AA	CVM N18EC1268	FDA-CVM	Escherichia coli									29/7/19	29/7/19	ESC_NA6101AA	SRR9852831;ILLUMINA;Paired;;SRX6607233	Poultry	Avian	ground turkey	2018				North America	United States	Kansas						PRJNA292663	SRP161673	SAMN12359551	SRS5171920	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
ESC_NA6279AA	FSIS11923169	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									3/8/19	31/7/19	ESC_NA6279AA	SRR9875321;ILLUMINA;Paired;500;SRX6628035	Livestock	Air	animal-cattle-dairy cow	2019				North America	United States	New York		New York				PRJNA292667	SRP066916	SAMN12401794	SRS5190690	NaN	104365	104365	104365	104365	104365	104365	104365	104365	1060	106	106	1
ESC_NA6287AA	FSIS11923163	"United States Department of Agriculture, Food Safety and Inspection Service"	Escherichia coli									3/8/19	31/7/19	ESC_NA6287AA	SRR9875276;ILLUMINA;Paired;500;SRX6627990	Livestock	Swine	animal-swine-market swine	2019				North America	United States	Pennsylvania						PRJNA292667	SRP066916	SAMN12401888	SRS5190645	NaN	104339	104339	104339	104339	61401	61401	61401	9758	1060	106	106	1
ESC_NA6417AA	93.1725	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									7/8/19	6/8/19	ESC_NA6417AA	SRR9914141;ILLUMINA;Paired;;SRX6663552	Wild Animal	Avian	Meleagris gallopavo	1993				North America	United States	Pennsylvania				41.2	-77.19	PRJNA357722	SRP101500	SAMN12438484	SRS5223801	NaN	104864	104864	104864	104864	104864	104864	104864	1186	1186	106	106	1
ESC_NA6441AA	86.0214	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									7/8/19	6/8/19	ESC_NA6441AA	SRR9914165;ILLUMINA;Paired;;SRX6663528	Livestock	Swine	Sus scrofa domesticus	1986				North America	United States	Nebraska				41.49	-99.9	PRJNA357722	SRP101500	SAMN12438365	SRS5223777	NaN	104762	104762	104762	104762	104762	104762	104762	10660	1060	106	106	1
ESC_NA6520AA	90.0079	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									7/8/19	6/8/19	ESC_NA6520AA	SRR9914244;ILLUMINA;Paired;;SRX6663449	Livestock	Bovine	Bos taurus	1990				North America	United States	Pennsylvania				41.2	-77.19	PRJNA357722	SRP101500	SAMN12438470	SRS5223698	NaN	104722	104722	104722	104722	104722	104722	74067	55542	55542	106	106	1
ESC_NA6532AA	80.053	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									7/8/19	6/8/19	ESC_NA6532AA	SRR9914256;ILLUMINA;Paired;;SRX6663437	Livestock	Bovine	Bos taurus	1980				North America	United States	Colorado				39.55	-105.78	PRJNA357722	SRP101500	SAMN12438302	SRS5223685	NaN	104727	104727	104727	104727	104727	104727	104727	104727	1060	106	106	1
ESC_NA6554AA	3.4529	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									7/8/19	6/8/19	ESC_NA6554AA	SRR9913778;ILLUMINA;Paired;;SRX6663415	Poultry	Avian	Goose	2003				North America	United States	Colorado				39.55	-105.78	PRJNA357722	SRP101500	SAMN12438538	SRS5223664	NaN	104750	104750	104750	104750	104750	104750	104750	9455	1060	106	106	1
ESC_NA6579AA	4.1808	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									7/8/19	6/8/19	ESC_NA6579AA	SRR9913803;ILLUMINA;Paired;;SRX6663390	Livestock	Bovine	Bos taurus	2004				North America	United States	California				36.7	-119.4	PRJNA357722	SRP101500	SAMN12438563	SRS5223639	NaN	104678	104678	104678	104678	104678	104678	28079	28079	6686	106	106	1
ESC_NA6599AA	75.0511	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									7/8/19	6/8/19	ESC_NA6599AA	SRR9913823;ILLUMINA;Paired;;SRX6663370	Livestock	Bovine	Bos taurus	1975				North America	United States	Pennsylvania				41.2	-77.19	PRJNA357722	SRP101500	SAMN12438239	SRS5223619	NaN	104620	104620	104620	104620	104620	104620	104620	4610	1060	106	106	1
ESC_NA6601AA	2.2051	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									7/8/19	6/8/19	ESC_NA6601AA	SRR9913825;ILLUMINA;Paired;;SRX6663368	Poultry	Avian	"Food, Chicken"	2002				North America	Mexico					23.63	-102.5	PRJNA357722	SRP101500	SAMN12438202	SRS5223617	NaN	104630	104630	104630	104630	104630	104630	104630	28336	1060	106	106	1
ESC_NA6625AA	85.0641	FDA Center for Food Safety and Applied Nutrition	Escherichia coli									7/8/19	6/8/19	ESC_NA6625AA	SRR9913849;ILLUMINA;Paired;;SRX6663344	Livestock	Bovine	Bos taurus	1985				North America	United States	Pennsylvania				41.2	-77.19	PRJNA357722	SRP101500	SAMN12438348	SRS5223593	NaN	104650	104650	104650	104650	104650	104650	104650	104650	1060	106	106	1
